"file","sheet","row","section","description","qty","unitPrice","total","totalFormula","qtyFormula","unitPriceFormula","isSectionOrHeader"
"Q Mini Cooper 2026.xls","Bickers Action Quote","35","Travel Charges","Tracking Vehicle and Crew Travel Days","","585.00","TBC","","","","False"
"Q Mini Cooper 2026.xls","Bickers Action Quote","36","Travel Charges","Tracking Vehicle and Crew Travel Time","","58.50","TBC","","","","False"
"Q Mini Cooper 2026.xls","Bickers Action Quote","37","Travel Charges","London and Home Counties Fixed Travel Charge","","185.00","-","=E37*F37","","","False"
"Q Mini Cooper 2026.xls","Bickers Action Quote","38","Travel Charges","London Congestion-ULEZ  Charge per vehicle","","30.00","-","=E38*F38","","","False"
"Q Mini Cooper 2026.xls","Bickers Action Quote","39","Travel Charges","Clean air zone charge where applicable","TBC","","TBC","","","","False"
"Q Mini Cooper 2026.xls","Bickers Action Quote","40","Travel Charges","Travel Meal Allowance per man per day","","22.00","TBC","","","","True"
"Q Mini Cooper 2026.xls","Bickers Action Quote","41","Travel Charges","Hotel Per Man Per Room","TBC","","Production","","","","True"
"Q Mini Cooper 2026.xls","Bickers Action Quote","42","Travel Charges","Overnights","","35.00","TBC","","","","False"
"Q Mini Cooper 2026.xls","Bickers Action Quote","43","Travel Charges","Breakfast/Lunch not Supplied on location per man","","22.00","TBC","","","","False"
"Q Mini Cooper 2026.xls","Bickers Action Quote","44","Travel Charges","Recce Travel Time/Travel Day (When recce is outside the London area)","","58.50","TBC","","","","False"
"Q Mini Cooper 2026.xls","Bickers Action Quote","45","Travel Charges","Recce Mileage  (Inc On Location Recce Mileage, Location to Location Moves)","","0.68","TBC","","","","False"
"Q Mini Cooper 2026.xls","Bickers Action Quote","47","Travel Charges","","Total Price","","£              -","=SUM(G13:G46)-2*G19","","","False"
"Q Mini Cooper 2026.xls","Bickers Action Quote","48","Travel Charges","","Excludes VAT","","","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","10","Raptor Elite Tracking Vehicle","","QTY","UNIT PRICE","TOTAL","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","12","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","","","","","","","True"
"Q Raptor Elite 2026.xls","Bickers Action Quote","13","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Raptor Elite Tracking Vehicle","","850.00","-","=E13*F13","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","14","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","5K Generator (Built in Generator) Including Fuel","","180.00","TBC","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","15","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Universal ""A"" Frame (Car Towing Frame) (2 Man Crew Required)","","150.00","TBC","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","16","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Tracking Tow Dolly (IF TOW-DOLLY IS USED 2 CREW REQUIRED)","","230.00","TBC","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","17","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Rear Wheel Lifters for Tow Dolly","","155.00","TBC","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","18","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Basic Riggers Scaffolding  Kit","","95.00","TBC","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","19","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Pre-Rigging & Additional Equipment","","","-","=E19*F19","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","20","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Discount","Less","0.00%","-","=SUM(G13:G19)*F20","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","21","Labour Rates - Daily Rates","Labour Rates - Daily Rates","","","","","","","True"
"Q Raptor Elite 2026.xls","Bickers Action Quote","22","Labour Rates - Daily Rates","To Services of Driver/Technician per 10hr Cont. day  (Call to Wrap)","","585.00","-","=E22*F22","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","23","Labour Rates - Daily Rates","Overtime Charged @ 1.5T  (Inc. Pre-Calls & Call Times Prior to 07:00)","","87.75","TBC","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","24","Labour Rates - Daily Rates","Sunday and Bank Holiday Work charged at Double Time","","585.00","TBC","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","25","Labour Rates - Daily Rates","Turnaround Day After Night Work Chargeable from 23:59","","585.00","TBC","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","26","Labour Rates - Daily Rates","Supplementary charge for Late Working between 22:00 & 23:59","","292.50","TBC","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","27","Labour Rates - Daily Rates","Supplementary charge applies for Saturday working","","292.50","TBC","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","28","Labour Rates - Daily Rates","Commercials - Sundays, Night Work charged at 2T / Saturday Charged 1.5T - APA","","585.00","TBC","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","29","Labour Rates - Daily Rates","Recce Charge per man","","585.00","TBC","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","31","Travel Charges","Travel Charges","","","","","","","True"
"Q Raptor Elite 2026.xls","Bickers Action Quote","32","Travel Charges","Tracking Vehicle Mileage (Miles) Subject to Tracking Mileage","","1.55","-","=E32*F32","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","33","Travel Charges","Tracking Vehicle and Crew Travel Days","","585.00","TBC","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","34","Travel Charges","Tracking Vehicle  and Crew Travel Time","","58.50","TBC","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","35","Travel Charges","London and Home Counties Fixed Travel Charge","","185.00","-","=E35*F35","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","36","Travel Charges","London Congestion-ULEZ Charge per vehicle","","30.00","-","=E36*F36","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","37","Travel Charges","Clean air zone charge where applicable","","TBC","TBC","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","38","Travel Charges","Hotel & Overnight charge if Tracking Vehicle is pre-rigged & left rigged between shoot days","","150.00","TBC","","","","True"
"Q Raptor Elite 2026.xls","Bickers Action Quote","39","Travel Charges","Travel Meal Allowance per man per day","","22.00","TBC","","","","True"
"Q Raptor Elite 2026.xls","Bickers Action Quote","40","Travel Charges","Overnight Meal Allowance","","35.00","TBC","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","41","Travel Charges","Hotel Per Man Per Room","TBC","","Production","","","","True"
"Q Raptor Elite 2026.xls","Bickers Action Quote","42","Travel Charges","Breakfast/Lunch not Supplied on location per man","","22.00","TBC","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","43","Travel Charges","Recce Travel Time/Travel Day (When recce is outside the London area)","","58.50","TBC","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","44","Travel Charges","Recce Mileage  (Inc On Location Recce Mileage, Location to Location Moves)","","0.68","TBC","","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","46","Travel Charges","","Total Price","","£                -","=SUM(G12:G45)-2*G20","","","False"
"Q Raptor Elite 2026.xls","Bickers Action Quote","47","Travel Charges","","Excludes VAT","","","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","10","Silverado Elite Tracking Vehicle","DESCRIPTION","QTY","UNIT PRICE","TOTAL","","","","True"
"Q Silverado Elite 2026.xls","Bickers Action Quote","12","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","","","","","","","True"
"Q Silverado Elite 2026.xls","Bickers Action Quote","13","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Silverado Elite Tracking Vehicle","","800.00","-","=E13*F13","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","14","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","5K Generator (Built in Generator) Including Fuel","","180.00","TBC","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","15","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","""A"" Frame - Car Towing Rig  - Driving cast must hold full driving licence - Car needs to tested for A Frame Compatibility prior to the shoot.  If it wont A Frame the Tow Dolly may be an option","","150.00","TBC","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","16","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Tracking Tow-Dolly (2 Man Crew Required)","","230.00","TBC","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","17","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Rear Wheel Lifters for Tow Dolly","","150.00","TBC","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","18","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Camera Crane mounting Kit","","175.00","TBC","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","19","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Basic Riggers Scaffolding  Kit","","95.00","TBC","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","20","Pre-Rigging & Additional Equipment","Pre-Rigging & Additional Equipment","","","","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","21","Pre-Rigging & Additional Equipment","Discount","Less","0.00%","-","=SUM(G13:G20)*F21","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","22","Labour Rates - Daily Rates","Labour Rates - Daily Rates","","","","","","","True"
"Q Silverado Elite 2026.xls","Bickers Action Quote","23","Labour Rates - Daily Rates","To Services of Driver/Technician per 10hr Cont. day (Call to Wrap)","","585.00","-","=E23*F23","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","24","Labour Rates - Daily Rates","Overtime Charged @ 1.5T  (Inc. Pre-Calls & Call Times Prior to 07:00)","","87.75","TBC","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","25","Labour Rates - Daily Rates","Sunday and Bank Holiday Work charged at Double Time","","585.00","TBC","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","26","Labour Rates - Daily Rates","Turnaround Day After Night Work Chargeable from 23:59","","585.00","TBC","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","27","Labour Rates - Daily Rates","Supplementary charge for Late Working between 22:00 & 23:59","","292.50","TBC","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","28","Labour Rates - Daily Rates","Supplementary charge applies for Saturday working","","292.50","TBC","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","29","Labour Rates - Daily Rates","Commercials - Sundays, Night Work charged at 2T /  Saturday Charged 1.5T - APA","","585.00","TBC","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","30","Labour Rates - Daily Rates","Recce Charge per man","","585.00","TBC","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","31","Travel Charges","Travel Charges","","","","","","","True"
"Q Silverado Elite 2026.xls","Bickers Action Quote","32","Travel Charges","Tracking Vehicle Mileage (Miles) Subject to Tracking Mileage","","1.55","-","=E32*F32","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","33","Travel Charges","Tracking Vehicle and Crew Travel Days","","585.00","TBC","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","34","Travel Charges","Tracking Vehicle and Crew Travel Time","","58.50","TBC","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","35","Travel Charges","London and Home Counties Fixed Travel Charge","","185.00","-","=E35*F35","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","36","Travel Charges","Hotel & Overnight charge if Tracking Vehicle is pre-rigged & left rigged between shoot days","","150.00","TBC","","","","True"
"Q Silverado Elite 2026.xls","Bickers Action Quote","37","Travel Charges","London Congestion-ULEZ  Charge per vehicle","","30.00","-","=E37*F37","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","38","Travel Charges","Travel Meal Allowance per man per day","","22.00","TBC","","","","True"
"Q Silverado Elite 2026.xls","Bickers Action Quote","39","Travel Charges","Overnight Meal Allowance / Per Diem","","35.00","TBC","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","40","Travel Charges","Hotel Per Man Per Room","","TBC","Production","","","","True"
"Q Silverado Elite 2026.xls","Bickers Action Quote","41","Travel Charges","Breakfast/Lunch not Supplied on location per man","","22.00","TBC","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","42","Travel Charges","Recce Travel Time/Travel Day (When recce is outside the London area)","","58.50","TBC","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","43","Travel Charges","Recce Mileage  (Inc On Location Recce Mileage, Location to Location Moves)","","0.68","TBC","","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","45","Travel Charges","","Total Price £","","0.00","=SUM(G12:G44)-2*G21","","","False"
"Q Silverado Elite 2026.xls","Bickers Action Quote","46","Travel Charges","","Excludes VAT","","","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","10","Fuller Body Horse Rig  and Silverado Tracking Vehicle - 2 Man Crew Required","DESCRIPTION","QTY","UNIT PRICE","TOTAL","","","","True"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","12","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","","","","","","","True"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","13","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Silverado Elite Tracking Vehicle","","800.00","-","=E13*F13","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","14","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Fuller Body Rig","","600.00","TBC","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","15","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","5K Generator (Built in Generator) Including Fuel","","180.00","TBC","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","16","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Tracking Tow-Dolly (2 Man Crew Required)","","230.00","TBC","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","17","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Universal ""A"" Frame (Car Towing Frame)","","150.00","TBC","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","18","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Camera Crane Mounted Kit","","175.00","TBC","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","19","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Basic Riggers Scaffolding  Kit","","95.00","TBC","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","20","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Pre-Rigging & Additional Equipment","","","TBC","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","21","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment Discount","Less","","-","=SUM(G13:G19)*F21","","","True"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","23","Labour Rates - Daily Rates - 2 Man Crew","Labour Rates - Daily Rates - 2 Man Crew","","","","","","","True"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","24","Labour Rates - Daily Rates - 2 Man Crew","To Services of Driver/Technician per 10hr Day Cont. Day (Call to Wrap)","","585.00","-","=E24*F24","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","25","Labour Rates - Daily Rates - 2 Man Crew","Overtime Charged @ 1.5T  (Inc. Pre-Calls & Call Times Prior to 07:00)","","87.75","TBC","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","26","Labour Rates - Daily Rates - 2 Man Crew","Sunday and Bank Holiday Work charged at Double Time","","585.00","TBC","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","27","Labour Rates - Daily Rates - 2 Man Crew","Turnaround Day After Night Work Chargeable from 23:59","","585.00","TBC","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","28","Labour Rates - Daily Rates - 2 Man Crew","Supplementary charge for Late Working between 22:00 & 23:59","","292.50","TBC","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","29","Labour Rates - Daily Rates - 2 Man Crew","Supplementary charge applies for Saturday working","","292.50","TBC","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","30","Labour Rates - Daily Rates - 2 Man Crew","Commercials - Sundays, Night Work charged at 2T /  Saturday Charged 1.5T - APA","","585.00","TBC","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","31","Labour Rates - Daily Rates - 2 Man Crew","Recce Charge per man","","585.00","TBC","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","33","Travel Charges","Travel Charges","","","","","","","True"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","34","Travel Charges","Tracking Vehicle Mileage (Miles) Subject to Tracking Mileage","","1.55","-","=E34*F34","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","35","Travel Charges","Tracking Vehicle and Crew Travel Days","","585.00","TBC","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","36","Travel Charges","Tracking Vehicle and Crew Travel Time","","58.50","TBC","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","37","Travel Charges","London and Home Counties Fixed Travel Charge","","185.00","-","=E37*F37","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","38","Travel Charges","London Congestion-ULEZ Charge per vehicle","","30.00","-","=E38*F38","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","39","Travel Charges","Travel Meal Allowance per man per day","","22.00","TBC","","","","True"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","40","Travel Charges","Overnight Meal Allowance","","35.00","TBC","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","41","Travel Charges","Hotel Per Man Per Room","TBC","","Production","","","","True"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","42","Travel Charges","Breakfast/Lunch not Supplied on location per man","","22.00","TBC","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","43","Travel Charges","Recce Travel Time/Travel Day (When recce is outside the London area)","","58.50","TBC","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","44","Travel Charges","Recce Mileage (Inc On Location Recce Mileage, Location to Location Moves)","","0.68","TBC","","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","46","Travel Charges","","Total Price £","","-","=SUM(G12:G45)-2*G21","","","False"
"Q Silverado Elite Horse Rig 2026.xls","Bickers Action Quote","47","Travel Charges","","Excludes VAT","","","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","10","Silverado Elite  Tracking Vehicle and Motorcycle Hydraulic Banking Rig - 2 Man Crew Required","DESCRIPTION","QTY","UNIT PRICE","TOTAL","","","","True"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","12","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","","","","","","","True"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","13","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Silverado Elite Tracking Vehicle","","800.00","-","=E13*F13","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","14","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Motorcycle Hydraulic Banking Rig (Towing Rig)","","585.00","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","15","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Front Fork Attachments","","288.00","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","16","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","5K Generator (Built in Generator) Including Fuel","","180.00","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","17","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Camera Crane Mounting Kit","","175.00","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","18","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Motorcycle Mini Low Loader","","225.00","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","19","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Universal ""A"" Frame (Car Towing Frame)","","150.00","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","20","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Basic Riggers Scaffolding  Kit","","95.00","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","21","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Pre-Rigging & Additional Equipment","","","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","22","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment Discount","Less","","-","=SUM(G13:G20)*F22","","","True"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","24","Labour Rates - Daily Rates - 2 x Crew","Labour Rates - Daily Rates - 2 x Crew","","","","","","","True"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","25","Labour Rates - Daily Rates - 2 x Crew","To Services of Driver/Technician per 10hr Cont. Day (Call to Wrap)","","585.00","-","=E25*F25","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","26","Labour Rates - Daily Rates - 2 x Crew","Overtime Charged @ 1.5T  (Inc. Pre-Calls & Call Times Prior to 07:00)","","87.75","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","27","Labour Rates - Daily Rates - 2 x Crew","Sunday and Bank Holiday Work charged at Double Time","","585.00","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","28","Labour Rates - Daily Rates - 2 x Crew","Turnaround Day After Night Work Chargeable from 23:59","","585.00","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","29","Labour Rates - Daily Rates - 2 x Crew","Supplementary charge for Late Working between 22:00 & 23:59","","292.50","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","30","Labour Rates - Daily Rates - 2 x Crew","Supplementary charge applies for Saturday working","","292.50","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","31","Labour Rates - Daily Rates - 2 x Crew","Commercials - Sundays, Night Work charged at 2T /  Saturday Charged 1.5T - APA","","585.00","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","32","Labour Rates - Daily Rates - 2 x Crew","Recce Charge per man","","585.00","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","34","Travel Charges","Travel Charges","","","","","","","True"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","35","Travel Charges","Tracking Vehicle Mileage (Miles) Subject to Tracking Mileage","","1.55","-","=E35*F35","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","36","Travel Charges","Tracking Vehicle and Crew Travel Days","","585.00","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","37","Travel Charges","Tracking Vehicle and Crew Travel Time","","58.50","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","38","Travel Charges","London and Home Counties Fixed Travel Charge","","185.00","-","=E38*F38","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","39","Travel Charges","London Congestion-ULEZ Charge per vehicle","","30.00","-","=E39*F39","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","40","Travel Charges","Travel Meal Allowance per man per day","","22.00","TBC","","","","True"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","41","Travel Charges","Hotel & Overnight charge if Tracking Vehicle is pre-rigged & left rigged between shoot days","","150.00","TBC","","","","True"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","42","Travel Charges","Overnight Meal Allowance","","35.00","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","43","Travel Charges","Hotel Per Man Per Room","","TBC","Production","","","","True"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","44","Travel Charges","Breakfast/Lunch not Supplied on location per man","","22.00","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","45","Travel Charges","Recce Travel Time/Travel Day (When recce is outside the London area)","","58.50","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","46","Travel Charges","Recce Mileage  (Inc On Location Recce Mileage, Location to Location Moves)","","0.68","TBC","","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","48","Travel Charges","","Total Price £","","-","=SUM(G12:G47)-2*G22","","","False"
"Q Silverado Elite Motorcle Banking 2026.xls","Bickers Action Quote","49","Travel Charges","","Excludes VAT","","","","","","False"
"Q Sprinter No.1 Video Pursuit Vehicle 2026.xls","Bickers Action Quote","10","Sprinter No.1 Command Vehicle / Video Pursuit  Elite Tracking Vehicle","DESCRIPTION","QTY","UNIT PRICE","TOTAL","","","","True"
"Q Sprinter No.1 Video Pursuit Vehicle 2026.xls","Bickers Action Quote","12","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","","","","","","","True"
"Q Sprinter No.1 Video Pursuit Vehicle 2026.xls","Bickers Action Quote","13","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Sprinter No.1 Command Vehicle / Mobile Video Village","","700.00","-","=E13*F13","","","False"
"Q Sprinter No.1 Video Pursuit Vehicle 2026.xls","Bickers Action Quote","14","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","3K Generator including Fuel","","180.00","-","=E14*F14","","","False"
"Q Sprinter No.1 Video Pursuit Vehicle 2026.xls","Bickers Action Quote","15","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Pre-Rigging & Additional Equipment","","","TBC","","","","False"
"Q Sprinter No.1 Video Pursuit Vehicle 2026.xls","Bickers Action Quote","16","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment Discount","Less","0.0%","0.00","=SUM(G12:G15)*F16","","","True"
"Q Sprinter No.1 Video Pursuit Vehicle 2026.xls","Bickers Action Quote","18","Labour Rates - Daily Rates","Labour Rates - Daily Rates","","","","","","","True"
"Q Sprinter No.1 Video Pursuit Vehicle 2026.xls","Bickers Action Quote","19","Labour Rates - Daily Rates","To Services of Driver/Technician per 10hr Cont. Day (Call to Wrap)","","585.00","-","=E19*F19","","","False"
