"file","sheet","row","section","description","qty","unitPrice","total","totalFormula","qtyFormula","unitPriceFormula","isSectionOrHeader"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","21","Labour Rates - Daily Rates","To Services of Driver/Technician per 10hr Cont. Day (call to Wrap)","","585.00","-","=E21*F21","","","False"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","22","Labour Rates - Daily Rates","Overtime Charged @ 1.5T (Inc. Pre-Calls & Call Times Prior to 07:00)","","87.75","TBC","","","","False"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","23","Labour Rates - Daily Rates","Stunt Interactive Driving (Higher Speed Choreographed Driving and or Braking Traction)","","175.00","TBC","","","","False"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","24","Labour Rates - Daily Rates","Sunday and Bank Holiday Work charged at Double Time","","585.00","TBC","","","","False"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","25","Labour Rates - Daily Rates","Turnaround Day After Night Work Chargeable from 23:59","","585.00","TBC","","","","False"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","26","Labour Rates - Daily Rates","Supplementary charge for Late Working between 22:00 & 23:59","","292.50","TBC","","","","False"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","27","Labour Rates - Daily Rates","Supplementary charge applies for Saturday working","","292.50","TBC","","","","False"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","28","Labour Rates - Daily Rates","Commercials - Sundays, Night Work charged at 2T /  Saturday Charged 1.5T - APA","","585.00","TBC","","","","False"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","29","Labour Rates - Daily Rates","Recce Charge per man","","585.00","TBC","","","","False"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","31","Travel Charges","Travel Charges","","","","","","","True"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","32","Travel Charges","Transport Vehicle","","175.00","-","=E32*F32","","","False"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","33","Travel Charges","Tracking Vehicle Mileage (Miles) Subject to Tracking Mileage","","1.55","-","=E33*F33","","","False"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","34","Travel Charges","Tracking Vehicle and Crew Travel Days","","585.00","TBC","","","","False"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","35","Travel Charges","Tracking Vehicle and Crew Travel Time","","58.50","TBC","","","","False"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","36","Travel Charges","London and Home Counties Fixed Travel Charge","","185.00","TBC","","","","False"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","37","Travel Charges","Hotel & Overnight charge if Tracking Vehicle is pre-rigged & left rigged between shoot days","","150.00","TBC","","","","True"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","38","Travel Charges","London Congestion-ULEZ  Charge per vehicle","","30.00","TBC","","","","False"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","39","Travel Charges","Travel Meal Allowance per man per day","","22.00","TBC","","","","True"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","40","Travel Charges","Hotel Per Man Per Room","TBC","","Production","","","","True"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","41","Travel Charges","Overnight","","35.00","TBC","","","","False"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","42","Travel Charges","Breakfast/Lunch not Supplied on location per man","","22.00","TBC","","","","False"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","43","Travel Charges","Recce Travel Time/Travel Day (When recce is outside the London area)","","58.50","TBC","","","","False"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","44","Travel Charges","Recce Mileage (Inc On Location Recce Mileage, Location to Location Moves)","","0.68","TBC","","","","False"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","46","Travel Charges","","Total Price","","£              -","=SUM(G13:G45)-2*G18","","","False"
"Q Audi RS 4 Film 2026.xls","Bickers Action Quote","47","Travel Charges","","Excludes VAT","","","","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","10","Cheyenne Elite Tracking Vehicle & Compact Process Trailer (2 Man Crew)","DESCRIPTION","QTY","UNIT PRICE","TOTAL","","","","True"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","12","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","","","","","","","True"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","13","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Cheyenne Elite Tracking Vehicle","","700.00","-","=E13*F13","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","14","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","5K Generator (Built in Generator) Including Fuel","","180.00","-","=E14*F14","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","15","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Air-Ride Compact Process Trailer","","375.00","-","=E15*F15","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","16","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","""A"" Frame - Car Towing Rig  - Driving cast must hold full driving licence - Car needs to tested for A Frame Compatibility.  If it wont A Frame the Tow Dolly may be an option (2 Man Crew Required)","","150.00","-","=E16*F16","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","17","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Tracking Tow-Dolly (2 Man Crew Required)","","230.00","-","=E17*F17","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","18","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Rear Wheel Lifters for Tow Dolly","","155.00","-","=E18*F18","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","19","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Basic Riggers Scaffolding  Kit","","95.00","-","=E19*F19","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","20","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Pre-Rigging & Additional Equipment","","","-","=E20*F20","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","21","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment Discount","Less","","£                -","=SUM(G13:G19)*F21","","","True"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","22","Labour Rates - Daily Rates","Labour Rates - Daily Rates","","","","","","","True"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","23","Labour Rates - Daily Rates","To Services of Driver/Technician per 10hr Cont. day (Call to Wrap)","","585.00","-","=E23*F23","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","24","Labour Rates - Daily Rates","Overtime Charged @ 1.5T (Inc. Pre-Calls & Call Times Prior to 07:00)","","87.75","-","=E24*F24","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","25","Labour Rates - Daily Rates","Sunday and Bank Holiday Work charged at Double Time","","585.00","-","=E25*F25","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","26","Labour Rates - Daily Rates","Turnaround Day After Night Work Chargeable from 23:59","","585.00","-","=E26*F26","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","27","Labour Rates - Daily Rates","Supplementary charge for Late Working between 22:00 & 23:59","","292.50","-","=E27*F27","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","28","Labour Rates - Daily Rates","Supplementary charge applies for Saturday working","","292.50","-","=E28*F28","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","29","Labour Rates - Daily Rates","Commercials - Sundays, Night Work charged at 2T /  Saturday Charged 1.5T - APA","","585.00","-","=E29*F29","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","30","Labour Rates - Daily Rates","Recce Charge per man","","585.00","-","=E30*F30","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","32","Travel Charges","Travel Charges","","","","","","","True"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","33","Travel Charges","Tracking Vehicle Mileage (Miles) Subject to Tracking Mileage","","1.55","-","=E33*F33","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","34","Travel Charges","Tracking Vehicle and Crew Travel Days","","585.00","-","=E34*F34","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","35","Travel Charges","Tracking Vehicle and Crew Travel Time","","58.50","-","=E35*F35","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","36","Travel Charges","London and Home Counties Fixed Travel Charge","","185.00","-","=E36*F36","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","37","Travel Charges","London Congestion-ULEZ  Charge per vehicle","","30.00","-","=E37*F37","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","38","Travel Charges","Travel Meal Allowance per man per day","","22.00","-","=E38*F38","","","True"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","39","Travel Charges","Hotel & Overnight charge if Tracking Vehicle is pre-rigged & left rigged between shoot days","","150.00","-","=E39*F39","","","True"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","40","Travel Charges","Hotel Per Man Per Room","TBC","","Production","","","","True"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","41","Travel Charges","Overnight Meal Allowance","","35.00","-","=E41*F41","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","42","Travel Charges","Breakfast/Lunch not Supplied on location per man","","22.00","-","=E42*F42","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","43","Travel Charges","Recce Travel Time/Travel Day (When recce is outside the London area)","","58.50","-","=E43*F43","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","44","Travel Charges","Recce Mileage (Inc On Location Recce Mileage, Location to Location Moves)","","0.68","-","=E44*F44","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","45","Travel Charges","","Total Price £","","-","=SUM(G13:G20,G23:G30,G33:G44)-G21","","","False"
"Q Cheyenne Elite Tracking Vehicle & Air Ride Compact Process Trailer 2026.xls","Bickers Action Quote","46","Travel Charges","","Excludes VAT","","","","","","False"
"Q Cheyenne Elite Tracking Vehicle 2026.xls","Bickers Action Quote","10","Cheyenne Elite Tracking Vehicle & Tow - Dolly (2 Man Crew)","DESCRIPTION","QTY","UNIT PRICE","TOTAL","","","","True"
"Q Cheyenne Elite Tracking Vehicle 2026.xls","Bickers Action Quote","12","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","","","","","","","True"
"Q Cheyenne Elite Tracking Vehicle 2026.xls","Bickers Action Quote","13","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Cheyenne Elite Tracking Vehicle","","700.00","-","=E13*F13","","","False"
"Q Cheyenne Elite Tracking Vehicle 2026.xls","Bickers Action Quote","14","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","5K Generator (Built in Generator) Including Fuel","","180.00","-","=E14*F14","","","False"
"Q Cheyenne Elite Tracking Vehicle 2026.xls","Bickers Action Quote","15","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","""A"" Frame - Car Towing Rig  - Driving cast must hold full driving licence - Car needs to be tested for A Frame Compatibility.  If it wont A Frame the Tow Dolly may be an option (2 Man Crew Required)","","150.00","-","=E15*F15","","","False"
"Q Cheyenne Elite Tracking Vehicle 2026.xls","Bickers Action Quote","16","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Tracking Tow-Dolly (2 Man Crew Required)","","230.00","-","=E16*F16","","","False"
"Q Cheyenne Elite Tracking Vehicle 2026.xls","Bickers Action Quote","17","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Rear Wheel Lifters for Tow Dolly","","155.00","-","=E17*F17","","","False"
"Q Cheyenne Elite Tracking Vehicle 2026.xls","Bickers Action Quote","18","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Basic Riggers Scaffolding  Kit","","95.00","-","=E18*F18","","","False"
"Q Cheyenne Elite Tracking Vehicle 2026.xls","Bickers Action Quote","19","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Pre-Rigging & Additional Equipment","","","-","=E19*F19","","","False"
"Q Cheyenne Elite Tracking Vehicle 2026.xls","Bickers Action Quote","20","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment Discount","Less","","£                -","=SUM(G13:G18)*F20","","","True"
"Q Cheyenne Elite Tracking Vehicle 2026.xls","Bickers Action Quote","21","Labour Rates - Daily Rates","Labour Rates - Daily Rates","","","","","","","True"
"Q Cheyenne Elite Tracking Vehicle 2026.xls","Bickers Action Quote","22","Labour Rates - Daily Rates","To Services of Driver/Technician per 10hr Cont. day (Call to Wrap)","","585.00","-","=E22*F22","","","False"
"Q Cheyenne Elite Tracking Vehicle 2026.xls","Bickers Action Quote","23","Labour Rates - Daily Rates","Overtime Charged @ 1.5T (Inc. Pre-Calls & Call Times Prior to 07:00)","","87.75","-","=E23*F23","","","False"
"Q Cheyenne Elite Tracking Vehicle 2026.xls","Bickers Action Quote","24","Labour Rates - Daily Rates","Sunday and Bank Holiday Work charged at Double Time","","585.00","-","=E24*F24","","","False"
"Q Cheyenne Elite Tracking Vehicle 2026.xls","Bickers Action Quote","25","Labour Rates - Daily Rates","Turnaround Day After Night Work Chargeable from 23:59","","585.00","-","=E25*F25","","","False"
"Q Cheyenne Elite Tracking Vehicle 2026.xls","Bickers Action Quote","26","Labour Rates - Daily Rates","Supplementary charge for Late Working between 22:00 & 23:59","","292.50","-","=E26*F26","","","False"
"Q Cheyenne Elite Tracking Vehicle 2026.xls","Bickers Action Quote","27","Labour Rates - Daily Rates","Supplementary charge applies for Saturday working","","292.50","-","=E27*F27","","","False"
